start_time, random_ID, end_time, random_V, random_Z, pos_j1, pos_j2, pos_j3, pos_j4, pos_j5, pos_j6, vel_j1, vel_j2, vel_j3, vel_j4, vel_j5, vel_j6, torq_j1, torq_j2, torq_j3, torq_j4, torq_j5, torq_j6
0.01, 347, 0.01, 189.661, 29.5678, 71.6887, 20.4095, -71.9773, 60.2007, 42.3472, 13.3291, 0.00065829, 0.000121653, -0.00052355, 0.000426211, 8.50432E-5, 9.27349E-5, 0.0385703, -47.8126, -14.9172, 0.122358, -0.0531994, 0.00190086
0.02, 347, 0.02, 189.661, 29.5678, 71.6887, 20.4096, -71.9773, 60.2007, 42.3472, 13.3291, 0.000204632, 3.78185E-5, -0.000162746, 0.000132485, 2.64349E-5, 2.88259E-5, 0.0119939, -47.8226, -14.9025, 0.118678, -0.0562974, 0.000590854
0.03, 347, 0.03, 189.661, 29.5678, 71.6884, 20.409, -71.9768, 60.2007, 42.3472, 13.3291, -0.111989, -0.184006, 0.206916, 0.000994492, 0.00996468, 0.00557062, -4.43101, -50.041, -12.7926, 0.396255, 0.983505, 0.452194
0.04, 347, 0.04, 189.661, 29.5678, 71.6796, 20.3964, -71.9555, 60.2014, 42.35, 13.3307, -1.41184, -2.05102, 3.86369, 0.146049, 0.561716, 0.322258, -34.2975, -83.991, 10.3876, 2.61876, 5.41457, 2.54357
0.05, 347, 0.05, 189.661, 29.5678, 71.6595, 20.3643, -71.8888, 60.2043, 42.3605, 13.3368, -3.27627, -5.4579, 11.8418, 0.55714, 1.94366, 1.11985, -56.3914, -120.006, 30.4575, 3.44842, 7.86975, 3.88321
0.06, 347, 0.06, 189.661, 29.5678, 71.5953, 20.2476, -71.6181, 60.2183, 42.4074, 13.3638, -7.02689, -13.2463, 31.4135, 1.66719, 5.54649, 3.20277, -61.5578, -130.715, 37.3531, 4.32114, 11.6395, 5.87086
0.07, 347, 0.07, 189.661, 29.5678, 71.5261, 20.1155, -71.302, 60.2353, 42.464, 13.3965, -9.6474, -18.4758, 44.3492, 2.41696, 7.98245, 4.61102, -50.8875, -111.214, 27.4962, 4.73299, 12.9717, 6.51744
0.08, 347, 0.08, 189.661, 29.5678, 71.3868, 19.8545, -70.6759, 60.2698, 42.578, 13.4624, -12.7771, -23.4918, 56.2928, 3.12518, 10.3458, 5.97552, -38.2341, -85.1966, 14.1628, 5.07998, 13.64, 6.78172
0.09, 347, 0.09, 189.661, 29.5678, 71.2779, 19.6582, -70.2052, 60.2962, 42.6654, 13.5128, -13.9558, -24.8002, 59.5131, 3.35437, 11.1278, 6.42654, -33.9599, -76.4243, 9.56797, 5.18701, 13.7831, 6.82532
0.1, 347, 0.1, 189.661, 29.5678, 71.1028, 19.3555, -69.476, 60.338, 42.804, 13.5929, -14.7765, -25.0138, 60.473, 3.50676, 11.6534, 6.72953, -31.0769, -70.2933, 6.31404, 5.25832, 13.8598, 6.8435
0.11, 347, 0.11, 189.661, 29.5678, 70.9825, 19.1556, -68.9908, 60.3664, 42.8987, 13.6476, -14.9886, -24.5996, 59.8958, 3.54677, 11.7926, 6.80972, -30.3317, -68.8291, 5.46178, 5.27705, 13.8775, 6.84681
0.12, 347, 0.12, 189.661, 29.5678, 70.8004, 18.864, -68.2761, 60.4095, 43.042, 13.7303, -15.0953, -23.6917, 58.389, 3.57062, 11.8759, 6.85772, -29.9151, -68.0568, 4.91158, 5.2893, 13.8878, 6.84861
0.13, 347, 0.13, 189.661, 29.5678, 70.6786, 18.6761, -67.8106, 60.4383, 43.1379, 13.7857, -15.1048, -23.0253, 57.2521, 3.5764, 11.8962, 6.86941, -29.8265, -67.8141, 4.74378, 5.2928, 13.8902, 6.84897
0.14, 347, 0.14, 189.661, 29.5678, 70.496, 18.4043, -67.1297, 60.4816, 43.2819, 13.8688, -15.0856, -22.0402, 55.5476, 3.57961, 11.9075, 6.87593, -29.8027, -67.8519, 4.6033, 5.29524, 13.8918, 6.84924
0.15, 347, 0.15, 189.661, 29.5678, 70.3744, 18.2296, -66.687, 60.5105, 43.3779, 13.9243, -15.0639, -21.4062, 54.4523, 3.5803, 11.9099, 6.87734, -29.815, -67.7811, 4.47976, 5.29677, 13.8923, 6.84937
0.16, 347, 0.16, 189.661, 29.5678, 70.1925, 17.9768, -66.039, 60.5538, 43.522, 14.0075, -15.0262, -20.5004, 52.8904, 3.58056, 11.9109, 6.87791, -29.8419, -67.937, 4.38712, 5.29768, 13.8925, 6.8494
0.17, 347, 0.17, 189.661, 29.5678, 70.0714, 17.8142, -65.6172, 60.5827, 43.618, 14.0629, -14.9991, -19.9275, 51.9042, 3.58053, 11.9109, 6.87787, -29.858, -67.8431, 4.26528, 5.29881, 13.8926, 6.84933
0.18, 347, 0.18, 189.661, 29.5678, 69.8903, 17.5788, -64.9989, 60.626, 43.7621, 14.1461, -14.9587, -19.1108, 50.5008, 3.58022, 11.9098, 6.87727, -29.8796, -67.6999, 4.08247, 5.30015, 13.8924, 6.84908
0.19, 347, 0.19, 189.661, 29.5678, 69.7698, 17.4271, -64.5959, 60.6549, 43.8581, 14.2016, -14.9324, -18.5942, 49.6138, 3.57986, 11.9087, 6.8766, -29.9168, -67.7298, 4.01613, 5.30069, 13.8928, 6.84937
0.2, 347, 0.2, 189.661, 29.5678, 69.5894, 17.2072, -64.0043, 60.6982, 44.0022, 14.2848, -14.8929, -17.8593, 48.3582, 3.5797, 11.9082, 6.87632, -29.9537, -67.8471, 3.93865, 5.30139, 13.893, 6.84956
0.21, 347, 0.21, 189.661, 29.5678, 69.4694, 17.0654, -63.6181, 60.727, 44.0982, 14.3402, -14.8675, -17.394, 47.5672, 3.57977, 11.9084, 6.87644, -29.9671, -67.8068, 3.83189, 5.30252, 13.8932, 6.84953
0.22, 347, 0.22, 189.661, 29.5678, 69.2899, 16.8596, -63.0505, 60.7703, 44.2423, 14.4234, -14.8288, -16.728, 46.4389, 3.57983, 11.9086, 6.87653, -29.9824, -67.883, 3.74412, 5.3033, 13.8932, 6.84948
0.23, 347, 0.23, 189.661, 29.5678, 69.1704, 16.7267, -62.6794, 60.7992, 44.3383, 14.4788, -14.8025, -16.3032, 45.7216, 3.57981, 11.9085, 6.8765, -29.988, -67.9219, 3.6862, 5.30383, 13.8932, 6.84943
0.24, 347, 0.24, 189.661, 29.5678, 68.9916, 16.5336, -62.1334, 60.8425, 44.4823, 14.562, -14.7627, -15.6904, 44.6912, 3.57974, 11.9083, 6.87639, -29.9984, -67.86, 3.54882, 5.30514, 13.8934, 6.84942
0.25, 347, 0.25, 189.661, 29.5678, 68.8727, 16.409, -61.7761, 60.8714, 44.5784, 14.6175, -14.736, -15.2969, 44.0324, 3.57969, 11.9081, 6.87629, -30.0067, -67.9055, 3.50198, 5.30547, 13.8934, 6.84944
0.26, 347, 0.26, 189.661, 29.5678, 68.6947, 16.2278, -61.25, 60.9147, 44.7224, 14.7006, -14.6953, -14.7278, 43.0837, 3.57961, 11.9079, 6.87615, -30.0184, -67.7894, 3.34838, 5.30687, 13.8936, 6.84944
0.27, 347, 0.27, 189.661, 29.5678, 68.5764, 16.1108, -60.9054, 60.9435, 44.8184, 14.7561, -14.668, -14.3619, 42.4761, 3.57956, 11.9077, 6.87605, -30.027, -67.7888, 3.28489, 5.30733, 13.8937, 6.84945
0.28, 347, 0.28, 189.661, 29.5678, 68.3992, 15.9407, -60.3976, 60.9868, 44.9625, 14.8393, -14.6266, -13.8313, 41.599, 3.57949, 11.9075, 6.87592, -30.0385, -67.7101, 3.15671, 5.30842, 13.8939, 6.84946
0.29, 347, 0.29, 189.661, 29.5678, 68.2814, 15.8308, -60.0648, 61.0157, 45.0585, 14.8947, -14.5988, -13.4892, 41.0357, 3.57945, 11.9074, 6.87585, -30.0444, -67.6654, 3.07696, 5.30907, 13.8939, 6.84943
0.3, 347, 0.3, 189.661, 29.5678, 68.1051, 15.671, -59.574, 61.059, 45.2025, 14.9779, -14.557, -12.9925, 40.2212, 3.57939, 11.9072, 6.87573, -30.0553, -67.6472, 2.98405, 5.30975, 13.894, 6.84944
0.31, 347, 0.31, 189.661, 29.5678, 67.9879, 15.5678, -59.2522, 61.0879, 45.2985, 15.0333, -14.5291, -12.6717, 39.6973, 3.57935, 11.9071, 6.87567, -30.0625, -67.5466, 2.88284, 5.31067, 13.8941, 6.84945
0.32, 347, 0.32, 189.661, 29.5678, 67.8124, 15.4176, -58.7771, 61.1312, 45.4425, 15.1165, -14.4872, -12.2051, 38.9381, 3.5793, 11.9069, 6.87557, -30.0725, -67.541, 2.80176, 5.31121, 13.8942, 6.84945
0.33, 347, 0.33, 189.661, 29.5678, 67.6957, 15.3207, -58.4655, 61.16, 45.5386, 15.1719, -14.4597, -11.904, 38.4489, 3.57926, 11.9068, 6.8755, -30.0799, -67.4355, 2.70177, 5.31211, 13.8944, 6.84946
0.34, 347, 0.34, 189.661, 29.5678, 67.5211, 15.1797, -58.0052, 61.2033, 45.6826, 15.2551, -14.4175, -11.4641, 37.7389, 3.57922, 11.9066, 6.87542, -30.0891, -67.3784, 2.60179, 5.31288, 13.8945, 6.84946
0.35, 347, 0.35, 189.661, 29.5678, 67.405, 15.0886, -57.7031, 61.2322, 45.7786, 15.3105, -14.3893, -11.179, 37.2806, 3.57919, 11.9065, 6.87536, -30.0943, -67.3465, 2.53942, 5.31334, 13.8945, 6.84945
0.36, 347, 0.36, 189.661, 29.5678, 67.2312, 14.9562, -57.2567, 61.2755, 45.9226, 15.3937, -14.3474, -10.7635, 36.6145, 3.57915, 11.9064, 6.87529, -30.1031, -67.2209, 2.41214, 5.31444, 13.8946, 6.84944
0.37, 347, 0.37, 189.661, 29.5678, 67.1156, 14.8707, -56.9634, 61.3043, 46.0186, 15.4492, -14.3196, -10.4941, 36.184, 3.57913, 11.9063, 6.87524, -30.1091, -67.2206, 2.36807, 5.31471, 13.8947, 6.84946
0.38, 347, 0.38, 189.661, 29.5678, 66.9427, 14.7464, -56.53, 61.3476, 46.1627, 15.5323, -14.2779, -10.1006, 35.5575, 3.57909, 11.9062, 6.87518, -30.1174, -67.0733, 2.23498, 5.31588, 13.8948, 6.84946
0.39, 347, 0.39, 189.661, 29.5678, 66.8277, 14.6662, -56.2452, 61.3765, 46.2587, 15.5878, -14.2503, -9.8451, 35.1521, 3.57907, 11.9061, 6.87514, -30.1233, -67.0452, 2.18029, 5.31626, 13.8949, 6.84946
0.4, 347, 0.4, 189.661, 29.5678, 66.6556, 14.5496, -55.824, 61.4198, 46.4027, 15.6709, -14.209, -9.47155, 34.5612, 3.57904, 11.906, 6.87508, -30.1311, -66.9386, 2.07013, 5.31718, 13.895, 6.84946
0.41, 347, 0.41, 189.661, 29.5678, 66.5411, 14.4744, -55.5472, 61.4486, 46.4987, 15.7264, -14.1815, -9.2287, 34.1783, 3.57902, 11.906, 6.87504, -30.1354, -66.877, 2.00211, 5.31772, 13.8951, 6.84945
0.42, 347, 0.42, 189.661, 29.5678, 66.3699, 14.3652, -55.1375, 61.4919, 46.6427, 15.8095, -14.1406, -8.87334, 33.6198, 3.579, 11.9059, 6.875, -30.1427, -66.828, 1.92226, 5.3183, 13.8952, 6.84945
0.43, 347, 0.43, 189.661, 29.5678, 66.256, 14.2947, -54.8681, 61.5208, 46.7387, 15.865, -14.1135, -8.64219, 33.2576, 3.57898, 11.9059, 6.87497, -30.1482, -66.7205, 1.83535, 5.31909, 13.8953, 6.84946
0.44, 347, 0.44, 189.661, 29.5678, 66.0855, 14.1925, -54.4694, 61.5641, 46.8827, 15.9481, -14.0731, -8.30361, 32.7289, 3.57896, 11.9058, 6.87493, -30.1553, -66.6867, 1.76631, 5.31955, 13.8953, 6.84946
0.45, 347, 0.45, 189.661, 29.5678, 65.9722, 14.1266, -54.2072, 61.5929, 46.9787, 16.0036, -14.0463, -8.08299, 32.3857, 3.57894, 11.9057, 6.8749, -30.1584, -66.6743, 1.68293, 5.32038, 13.8955, 6.84946
0.46, 347, 0.46, 189.661, 29.5678, 65.8025, 14.031, -53.8188, 61.6362, 47.1227, 16.0867, -14.006, -7.7589, 31.8833, 3.57892, 11.9057, 6.87485, -30.16, -66.6791, 1.59856, 5.32111, 13.8957, 6.84946
0.47, 347, 0.47, 189.661, 29.5678, 65.6897, 13.9694, -53.5633, 61.6651, 47.2188, 16.1422, -13.9792, -7.54686, 31.5559, 3.57891, 11.9056, 6.87483, -30.1598, -66.6849, 1.54552, 5.32155, 13.8958, 6.84945
0.48, 347, 0.48, 189.661, 29.5678, 65.5209, 13.8803, -53.1848, 61.7084, 47.3628, 16.2253, -13.9386, -7.23419, 31.0749, 3.57889, 11.9055, 6.87479, -30.1597, -66.6827, 1.43772, 5.32259, 13.896, 6.84945
0.49, 347, 0.49, 189.661, 29.5678, 65.4086, 13.8229, -52.9358, 61.7372, 47.4588, 16.2807, -13.911, -7.02909, 30.7606, 3.57888, 11.9055, 6.87476, -30.16, -66.6938, 1.39945, 5.32285, 13.8961, 6.84946
0.5, 347, 0.5, 189.661, 29.5678, 65.2407, 13.7399, -52.5668, 61.7805, 47.6028, 16.3639, -13.8695, -6.7262, 30.2984, 3.57886, 11.9054, 6.87473, -30.1598, -66.6883, 1.28622, 5.32398, 13.8964, 6.84946
0.51, 347, 0.51, 189.661, 29.5678, 65.1289, 13.6866, -52.3239, 61.8094, 47.6988, 16.4193, -13.8416, -6.52736, 29.9961, 3.57885, 11.9054, 6.87471, -30.1601, -66.6941, 1.23922, 5.32435, 13.8965, 6.84946
0.52, 347, 0.52, 189.661, 29.5678, 64.9618, 13.6097, -51.9641, 61.8527, 47.8428, 16.5025, -13.7996, -6.23354, 29.5511, 3.57883, 11.9053, 6.87468, -30.1602, -66.694, 1.14467, 5.32524, 13.8967, 6.84946
0.53, 347, 0.53, 189.661, 29.5678, 64.8506, 13.5603, -51.7272, 61.8815, 47.9388, 16.5579, -13.7714, -6.04054, 29.2599, 3.57882, 11.9053, 6.87466, -30.1599, -66.6951, 1.08615, 5.32576, 13.8968, 6.84945
0.54, 347, 0.54, 189.661, 29.5678, 64.6844, 13.4892, -51.3762, 61.9248, 48.0828, 16.6411, -13.7289, -5.75528, 28.8311, 3.5788, 11.9053, 6.87463, -30.1602, -66.7028, 1.01689, 5.32632, 13.897, 6.84945
0.55, 347, 0.55, 189.661, 29.5678, 64.5738, 13.4437, -51.145, 61.9537, 48.1788, 16.6965, -13.7005, -5.56783, 28.5503, 3.57879, 11.9052, 6.87461, -30.1606, -66.5346, 0.941927, 5.32708, 13.8972, 6.84946
0.56, 347, 0.56, 189.661, 29.5678, 64.4084, 13.3782, -50.8025, 61.997, 48.3228, 16.7797, -13.6576, -5.29066, 28.1365, 3.57878, 11.9052, 6.87459, -30.1611, -65.8547, 0.881277, 5.32753, 13.8973, 6.84946
0.57, 347, 0.57, 189.661, 29.5678, 64.2984, 13.3364, -50.5769, 62.0258, 48.4188, 16.8351, -13.629, -5.10848, 27.8655, 3.57877, 11.9052, 6.87457, -30.1616, -65.2653, 0.807204, 5.32827, 13.8975, 6.84946
0.58, 347, 0.58, 189.661, 29.5678, 64.1338, 13.2764, -50.2425, 62.0691, 48.5628, 16.9183, -13.5859, -4.83899, 27.4658, 3.57876, 11.9051, 6.87455, -30.1622, -64.3384, 0.732436, 5.32892, 13.8976, 6.84946
0.59, 347, 0.59, 189.661, 29.5678, 64.0244, 13.2383, -50.0223, 62.098, 48.6588, 16.9737, -13.5561, -4.66179, 27.2039, 3.57875, 11.9051, 6.87453, -30.144, -63.7113, 0.68556, 5.32931, 13.8977, 6.84945
0.6, 347, 0.6, 189.661, 29.5678, 63.8607, 13.1836, -49.6958, 62.1413, 48.8028, 17.0569, -13.5131, -4.39959, 26.8175, 3.57874, 11.9051, 6.87451, -30.165, -62.7635, 0.590088, 5.33023, 13.8979, 6.84945
0.61, 347, 0.61, 189.661, 29.5678, 63.7519, 13.149, -49.4808, 62.1701, 48.8988, 17.1123, -13.4833, -4.22713, 26.5642, 3.57873, 11.905, 6.87449, -30.1733, -62.1484, 0.556262, 5.33046, 13.898, 6.84946
0.62, 347, 0.62, 189.661, 29.5678, 63.5891, 13.0996, -49.162, 62.2134, 49.0428, 17.1955, -13.4404, -3.97236, 26.1903, 3.57872, 11.905, 6.87448, -30.1696, -61.2188, 0.455715, 5.33146, 13.8982, 6.84946
0.63, 347, 0.63, 189.661, 29.5678, 63.4808, 13.0683, -48.952, 62.2423, 49.1388, 17.2509, -13.4122, -3.80422, 25.9451, 3.57871, 11.905, 6.87446, -30.1676, -60.6137, 0.414205, 5.33179, 13.8983, 6.84946
0.64, 347, 0.64, 189.661, 29.5678, 63.3189, 13.024, -48.6406, 62.2856, 49.2828, 17.334, -13.3694, -3.55537, 25.583, 3.5787, 11.9049, 6.87444, -30.1664, -59.7098, 0.330162, 5.33258, 13.8985, 6.84946
0.65, 347, 0.65, 189.661, 29.5678, 63.2112, 12.9961, -48.4354, 62.3144, 49.3788, 17.3895, -13.3407, -3.39167, 25.3453, 3.5787, 11.9049, 6.87443, -30.166, -59.1164, 0.278231, 5.33305, 13.8986, 6.84945
0.66, 347, 0.66, 189.661, 29.5678, 63.0501, 12.9567, -48.1312, 62.3577, 49.5228, 17.4726, -13.2976, -3.14928, 24.9944, 3.57869, 11.9049, 6.87442, -30.1664, -58.2432, 0.216769, 5.33354, 13.8988, 6.84945
0.67, 347, 0.67, 189.661, 29.5678, 62.943, 12.9321, -47.9308, 62.3866, 49.6188, 17.5281, -13.2689, -2.98971, 24.7639, 3.57868, 11.9049, 6.8744, -30.1669, -57.6583, 0.149736, 5.33423, 13.8989, 6.84945
0.68, 347, 0.68, 189.661, 29.5678, 62.7828, 12.8975, -47.6335, 62.4299, 49.7628, 17.6112, -13.2257, -2.75335, 24.4235, 3.57867, 11.9048, 6.87439, -30.1677, -56.8087, 0.0959556, 5.33463, 13.899, 6.84945
0.69, 347, 0.69, 189.661, 29.5678, 62.6763, 12.8761, -47.4377, 62.4587, 49.8588, 17.6667, -13.197, -2.59771, 24.1999, 3.57867, 11.9048, 6.87438, -30.1683, -56.2371, 0.029657, 5.3353, 13.8992, 6.84946
0.7, 347, 0.7, 189.661, 29.5678, 62.517, 12.8462, -47.1472, 62.502, 50.0028, 17.7498, -13.1541, -2.36709, 23.8694, 3.57866, 11.9048, 6.87436, -30.169, -55.4024, -0.0370091, 5.33588, 13.8993, 6.84946
0.71, 347, 0.71, 189.661, 29.5678, 62.411, 12.8278, -46.9557, 62.5309, 50.0988, 17.8052, -13.1254, -2.21519, 23.6522, 3.57866, 11.9048, 6.87435, -30.1692, -54.8534, -0.0788104, 5.33623, 13.8994, 6.84945
0.72, 347, 0.72, 189.661, 29.5678, 62.2525, 12.8026, -46.6718, 62.5742, 50.2428, 17.8884, -13.0826, -1.99004, 23.3312, 3.57865, 11.9048, 6.87434, -30.1698, -54.0303, -0.164424, 5.33706, 13.8996, 6.84945
0.73, 347, 0.73, 189.661, 29.5678, 62.1472, 12.7872, -46.4847, 62.603, 50.3388, 17.9438, -13.0542, -1.84171, 23.1201, 3.57864, 11.9047, 6.87433, -30.1705, -53.4981, -0.194553, 5.33727, 13.8997, 6.84945
0.74, 347, 0.74, 189.661, 29.5678, 61.9896, 12.7664, -46.2071, 62.6463, 50.4828, 18.027, -13.0116, -1.62181, 22.808, 3.57864, 11.9047, 6.87432, -30.1711, -52.6912, -0.285004, 5.33818, 13.8999, 6.84945
0.75, 347, 0.75, 189.661, 29.5678, 61.8848, 12.7541, -46.0242, 62.6752, 50.5788, 18.0824, -12.9833, -1.47691, 22.6028, 3.57863, 11.9047, 6.87431, -30.1717, -52.1677, -0.322087, 5.33847, 13.9, 6.84946
0.76, 347, 0.76, 189.661, 29.5678, 61.728, 12.7376, -45.7528, 62.7184, 50.7228, 18.1656, -12.9409, -1.26204, 22.2992, 3.57863, 11.9047, 6.8743, -30.1723, -51.3838, -0.397713, 5.33919, 13.9001, 6.84945
0.77, 347, 0.77, 189.661, 29.5678, 61.6238, 12.7281, -45.5739, 62.7473, 50.8188, 18.221, -12.9128, -1.12041, 22.0995, 3.57862, 11.9047, 6.87429, -30.1725, -50.8684, -0.444387, 5.33961, 13.9002, 6.84945
0.78, 347, 0.78, 189.661, 29.5678, 61.4679, 12.716, -45.3086, 62.7906, 50.9628, 18.3042, -12.8707, -0.910351, 21.804, 3.57862, 11.9047, 6.87428, -30.1733, -50.1088, -0.499558, 5.34006, 13.9004, 6.84945
0.79, 347, 0.79, 189.661, 29.5678, 61.3642, 12.7093, -45.1337, 62.8194, 51.0588, 18.3596, -12.8428, -0.771842, 21.6097, 3.57862, 11.9047, 6.87428, -30.1747, -49.5981, -0.560035, 5.34069, 13.9005, 6.84948
0.8, 347, 0.8, 189.661, 29.5678, 61.2092, 12.7014, -44.8743, 62.8627, 51.2028, 18.4427, -12.8012, -0.566376, 21.3222, 3.57866, 11.9048, 6.87437, -30.1778, -48.8558, -0.607694, 5.34108, 13.9007, 6.84953
0.81, 347, 0.81, 189.661, 29.5678, 61.1061, 12.6975, -44.7032, 62.8916, 51.2988, 18.4982, -12.7735, -0.430982, 21.1332, 3.57873, 11.905, 6.8745, -30.1766, -48.3735, -0.627733, 5.34119, 13.9007, 6.8495
0.82, 347, 0.82, 189.661, 29.5678, 60.9518, 12.6936, -44.4495, 62.9349, 51.4428, 18.5813, -12.732, -0.229726, 20.853, 3.57878, 11.9052, 6.87459, -30.1721, -47.6227, -0.730823, 5.34229, 13.9009, 6.84944
0.83, 347, 0.83, 189.661, 29.5678, 60.8493, 12.6924, -44.2822, 62.9637, 51.5388, 18.6368, -12.7042, -0.0964613, 20.6677, 3.57876, 11.9051, 6.87455, -30.1695, -41.1506, -0.772606, 5.34265, 13.901, 6.84944
0.84, 347, 0.84, 189.661, 29.5678, 60.6959, 12.6926, -44.0341, 63.007, 51.6828, 18.7199, -12.6622, 0.102544, 20.3915, 3.57872, 11.905, 6.87448, -30.1653, -33.1154, -0.844939, 5.34338, 13.9012, 6.84945
0.85, 347, 0.85, 189.661, 29.5678, 60.5939, 12.694, -43.8705, 63.0359, 51.7789, 18.7754, -12.634, 0.234672, 20.2085, 3.5787, 11.9049, 6.87444, -30.1632, -30.8959, -0.88761, 5.34381, 13.9014, 6.84944
0.86, 347, 0.86, 189.661, 29.5678, 60.4414, 12.6982, -43.6279, 63.0792, 51.9229, 18.8585, -12.5915, 0.431905, 19.9359, 3.57869, 11.9049, 6.87441, -30.1616, -29.2031, -0.937576, 5.34425, 13.9016, 6.84945
0.87, 347, 0.87, 189.661, 29.5678, 60.34, 12.7023, -43.468, 63.108, 52.0189, 18.9139, -12.5632, 0.562521, 19.7558, 3.57868, 11.9049, 6.87439, -30.161, -28.5801, -0.989946, 5.34487, 13.9018, 6.84946
0.88, 347, 0.88, 189.661, 29.5678, 60.1883, 12.7104, -43.2309, 63.1513, 52.1629, 18.9971, -12.5207, 0.75686, 19.4882, 3.57866, 11.9048, 6.87437, -30.1601, -27.7948, -1.03316, 5.34522, 13.902, 6.84946
0.89, 347, 0.89, 189.661, 29.5678, 60.0875, 12.7171, -43.0746, 63.1802, 52.2589, 19.0525, -12.4923, 0.884768, 19.3116, 3.57866, 11.9048, 6.87436, -30.1592, -27.4022, -1.085, 5.34582, 13.9022, 6.84945
0.9, 347, 0.9, 189.661, 29.5678, 59.9367, 12.7291, -42.8428, 63.2235, 52.4029, 19.1357, -12.4499, 1.07603, 19.0492, 3.57865, 11.9048, 6.87434, -30.1582, -26.7843, -1.13799, 5.34634, 13.9024, 6.84945
0.91, 347, 0.91, 189.661, 29.5678, 59.8364, 12.7384, -42.69, 63.2523, 52.4989, 19.1911, -12.4218, 1.20249, 18.8759, 3.57864, 11.9047, 6.87433, -30.1574, -26.3803, -1.17137, 5.34666, 13.9026, 6.84945
0.92, 347, 0.92, 189.661, 29.5678, 59.6864, 12.7542, -42.4634, 63.2956, 52.6429, 19.2743, -12.3797, 1.39048, 18.6185, 3.57863, 11.9047, 6.87431, -30.1562, -25.8315, -1.23897, 5.34741, 13.9029, 6.84945
0.93, 347, 0.93, 189.661, 29.5678, 59.5867, 12.766, -42.3141, 63.3245, 52.7389, 19.3297, -12.3514, 1.51477, 18.4484, 3.57863, 11.9047, 6.8743, -30.1557, -25.417, -1.26364, 5.34759, 13.9029, 6.84945
0.94, 347, 0.94, 189.661, 29.5678, 59.4376, 12.7856, -42.0926, 63.3678, 52.8829, 19.4129, -12.3091, 1.69971, 18.1955, 3.57821, 11.9047, 6.87425, -30.1543, -24.8923, -1.33524, 5.34819, 13.9033, 6.84945
0.95, 347, 0.95, 189.661, 29.5678, 59.3385, 12.7999, -41.9467, 63.3966, 52.9789, 19.4683, -12.2809, 1.82207, 18.0284, 3.57791, 11.9047, 6.87422, -30.1534, -24.4988, -1.36541, 5.34843, 13.9034, 6.84945
0.96, 347, 0.96, 189.661, 29.5678, 59.1902, 12.8232, -41.7303, 63.4399, 53.1229, 19.5514, -12.2388, 2.00425, 17.7797, 3.57813, 11.9046, 6.87423, -30.152, -23.9551, -1.42603, 5.34917, 13.9036, 6.84945
0.97, 347, 0.97, 189.661, 29.5678, 59.0917, 12.8399, -41.5877, 63.4687, 53.2189, 19.6069, -12.2108, 2.12484, 17.6153, 3.57834, 11.9046, 6.87423, -30.1509, -23.5884, -1.46364, 5.34963, 13.9038, 6.84945
0.98, 347, 0.98, 189.661, 29.5678, 58.9443, 12.8668, -41.3763, 63.512, 53.3629, 19.69, -12.1688, 2.30446, 17.3706, 3.5785, 11.9046, 6.87423, -30.1495, -23.013, -1.50886, 5.3501, 13.904, 6.84945
0.99, 347, 0.99, 189.661, 29.5678, 58.8463, 12.886, -41.237, 63.5409, 53.4588, 19.7455, -12.1409, 2.42341, 17.2087, 3.57855, 11.9046, 6.87423, -30.1486, -22.6815, -1.55743, 5.35069, 13.9042, 6.84945
1, 347, 1, 189.661, 29.5678, 58.6997, 12.9165, -41.0305, 63.5842, 53.6028, 19.8286, -12.099, 2.60066, 16.9677, 3.57857, 11.9046, 6.87422, -30.1471, -22.101, -1.59754, 5.35103, 13.9043, 6.84945
1.01, 347, 1.01, 189.661, 29.5678, 58.6023, 12.938, -40.8944, 63.613, 53.6988, 19.884, -12.0711, 2.71806, 16.8082, 3.57857, 11.9045, 6.87421, -30.1459, -21.7736, -1.6459, 5.35159, 13.9045, 6.84945
1.02, 347, 1.02, 189.661, 29.5678, 58.4565, 12.9721, -40.6927, 63.6563, 53.8428, 19.9672, -12.0293, 2.89309, 16.5707, 3.57857, 11.9045, 6.8742, -30.1443, -21.2261, -1.69543, 5.35207, 13.9047, 6.84945
1.03, 347, 1.03, 189.661, 29.5678, 58.3597, 12.996, -40.5598, 63.6852, 53.9388, 20.0226, -12.0014, 3.00906, 16.4134, 3.57857, 11.9045, 6.87419, -30.1431, -20.859, -1.7267, 5.35237, 13.9049, 6.84945
1.04, 347, 1.04, 189.661, 29.5678, 58.2148, 13.0335, -40.3629, 63.7285, 54.0828, 20.1058, -11.9597, 3.182, 16.179, 3.57857, 11.9045, 6.87418, -30.1412, -20.3556, -1.79008, 5.35308, 13.9051, 6.84945
1.05, 347, 1.05, 189.661, 29.5678, 58.1185, 13.0597, -40.2331, 63.7573, 54.1788, 20.1612, -11.9319, 3.29665, 16.0238, 3.57856, 11.9045, 6.87417, -30.1403, -19.9722, -1.81331, 5.35325, 13.9052, 6.84945
1.06, 347, 1.06, 189.661, 29.5678, 57.9744, 13.1008, -40.0409, 63.8006, 54.3228, 20.2444, -11.8902, 3.46765, 15.7925, 3.57856, 11.9045, 6.87417, -30.1383, -19.4862, -1.8806, 5.35402, 13.9055, 6.84945
