ID, Time, Theta_1, Theta_2, D_Theta_1, D_Theta_2, DD_Theta_1, DD_Theta_2, Torque_1, Torque_2, Theta_N_1, Theta_N_2, D_Theta_N_1, D_Theta_N_2, DD_Theta_N_1, DD_Theta_N_2
1, 0.0500009883962282, -2.835009707786772, -0.9670314922209448, 0.701322177327694, 0.3615005062993077, 13.751415241719478, 7.088245221555048, -2.283436704399191, -0.2126645968849351, -2.83420729637146, -0.9679788947105408, 1.0181659965654546, 0.541050315317821, 0.19300711204971482, 0.09178936445630877
2, 0.0510010081641528, -2.8342877584865818, -0.966659359346813, 0.7150735925694135, 0.3685887515208628, 13.751415241719478, 7.088245221555048, -2.275837233445241, -0.2100181931595818, -2.8333189487457275, -0.9680681824684143, 1.0185494680525495, 0.541227064842808, 0.5736515644923872, 0.264183625589323
3, 0.0520010279320774, -2.8335520577711497, -0.9662801382274598, 0.728825007811133, 0.3756769967424179, 13.751415241719478, 7.088245221555048, -2.268221551233855, -0.2073877832841645, -2.8333775997161865, -0.9674304127693176, 1.0193127840894474, 0.5415836549675612, 0.9526811944755161, 0.45146345397836557
4, 0.0530010477000019, -2.832802605640476, -0.9658938288628852, 0.7425764230528523, 0.3827652419639729, 13.751415241719478, 7.088245221555048, -2.260589520277948, -0.2047733036903992, -2.8330063819885254, -0.9671511054039001, 1.0204530171551345, 0.5421284956406849, 1.326158079946865, 0.6342014949365654
5, 0.0540010674679265, -2.8320394020945607, -0.9655004312530888, 0.7563278382945718, 0.389853487185528, 13.751415241719478, 7.088245221555048, -2.252941000503564, -0.2021746895306912, -2.832587242126465, -0.9669755101203918, 1.0219673741054311, 0.5428511898588316, 1.7062991095947846, 0.8142600719701782
6, 0.0550010872358511, -2.831262447133404, -0.965099945398071, 0.7700792535362914, 0.396941732407083, 13.751415241719478, 7.088245221555048, -2.245275849249221, -0.1995918746732529, -2.831805944442749, -0.9664022326469421, 1.0238653361551513, 0.5437582327313673, 2.0854001223305634, 0.9978728415805785
7, 0.0560011070037756, -2.830471740757005, -0.9646923712978316, 0.7838306687780109, 0.404029977628638, 13.751415241719478, 7.088245221555048, -2.237593921265286, -0.1970247916971462, -2.83077073097229, -0.9658464789390564, 1.026136359498974, 0.5448434506140193, 2.45880935003299, 1.170912681025157
8, 0.0570011267717002, -2.829667282965364, -0.9642777089523704, 0.7975820840197304, 0.4111182228501931, 13.751415241719478, 7.088245221555048, -2.229895068713347, -0.1944733718872542, -2.8291242122650146, -0.9647905826568604, 1.0287827165214696, 0.5461001404670117, 2.8312119630446113, 1.3440607600312746
9, 0.0580011465396248, -2.828849073758482, -0.963855958361688, 0.8113334992614498, 0.4182064680717482, 13.751415241719478, 7.088245221555048, -2.2221791411656286, -0.1919375452291806, -2.8287205696105957, -0.9634248614311218, 1.0317975326243563, 0.5475341202542415, 3.1995264516411335, 1.5246936358070031
10, 0.0590011663075493, -2.8280171131363576, -0.963427119525784, 0.8250849145031693, 0.4252947132933032, 13.751415241719478, 7.088245221555048, -2.2144459856044034, -0.1894172404040789, -2.8275647163391113, -0.9627765417098999, 1.0351810912083679, 0.5491486726002803, 3.5654268508224525, 1.7025803106607644
11, 0.0600011860754739, -2.827171401098992, -0.9629911924446584, 0.8388363297448889, 0.4323829585148583, 13.751415241719478, 7.088245221555048, -2.206695446421441, -0.1869123847834133, -2.827221155166626, -0.9624599814414978, 1.0389238293141805, 0.5509365730617528, 3.9172336066098636, 1.8721417697812328
12, 0.0610012058433984, -2.826311937646385, -0.9625481771183112, 0.8525877449866084, 0.4394712037364133, 13.751415241719478, 7.088245221555048, -2.1989273654174744, -0.1844229044236512, -2.8262434005737305, -0.961646556854248, 1.0430176241793023, 0.5528921623953827, 4.274772908750661, 2.039099996838556
13, 0.062001225611323, -2.825438722778536, -0.9620980735467424, 0.8663391602283278, 0.4465594489579684, 13.751415241719478, 7.088245221555048, -2.191141581801693, -0.1819487240608882, -2.8258934020996094, -0.9617482423782349, 1.0474713310572783, 0.5550146329488852, 4.625673098592421, 2.2053960647018953
14, 0.0630012453792476, -2.8245517564954445, -0.961640881729952, 0.8800905754700473, 0.4536476941795235, 13.751415241719478, 7.088245221555048, -2.183337932191259, -0.1794897671054058, -2.825037956237793, -0.9613164067268372, 1.0522663400458698, 0.5573045504364456, 4.9681338236706285, 2.3762182014525735
15, 0.0640012651471721, -2.823651038797112, -0.9611766016679404, 0.8938419907117668, 0.4607359394010785, 13.751415241719478, 7.088245221555048, -2.175516250610862, -0.1770459556361678, -2.82452392578125, -0.9610010981559753, 1.0574089938308004, 0.5597649917611108, 5.314190598037728, 2.5405258575298033
16, 0.0650012849150967, -2.8227365696835376, -0.9607052333607068, 0.9075934059534864, 0.4678241846226336, 13.751415241719478, 7.088245221555048, -2.167676368492283, -0.1746172103952462, -2.823580265045166, -0.9615229964256287, 1.062889754967114, 0.5623848048315783, 5.644718551770521, 2.702140281525134
17, 0.0660013046830213, -2.821808349154721, -0.960226776808252, 0.9213448211952058, 0.4749124298441887, 13.751415241719478, 7.088245221555048, -2.1598181146740174, -0.1722034507821927, -2.822335958480835, -0.9614701271057129, 1.0686970215485767, 0.5651720165962197, 5.970348938799263, 2.871666871057174
18, 0.0670013244509458, -2.820866377210664, -0.9597412320105754, 0.9350962364369252, 0.4820006750657437, 13.751415241719478, 7.088245221555048, -2.151941315400913, -0.1698045948483404, -2.8213582038879395, -0.96048903465271, 1.074828550344403, 0.568123654655432, 6.289563823277018, 3.027401377084128
19, 0.0680013442188704, -2.8199106538513643, -0.9592485989676772, 0.9488476516786448, 0.4890889202872987, 13.751415241719478, 7.088245221555048, -2.1440457943238465, -0.16742055929105, -2.8198843002319336, -0.960137665271759, 1.0812738031007738, 0.5712239251034893, 6.600994588821181, 3.1740942484972994
20, 0.069001363986795, -2.818941179076823, -0.9587488776795576, 0.9625990669203645, 0.4961771655088538, 13.751415241719478, 7.088245221555048, -2.1361313724994404, -0.1650512594478949, -2.819286584854126, -0.9592372179031372, 1.0880310429086026, 0.5744739906171293, 6.91315257188139, 3.326852922575562
21, 0.0700013837547195, -2.81795795288704, -0.9582420681462164, 0.976350482162084, 0.5032654107304089, 13.751415241719478, 7.088245221555048, -2.128197868389821, -0.1626966092907872, -2.818272352218628, -0.9590064287185669, 1.095095962259963, 0.5778761536326736, 7.21205291122633, 3.474785154296934
22, 0.0710014035226441, -2.816960975282015, -0.9577281703676536, 0.9901018974038032, 0.5103536559519639, 13.751415241719478, 7.088245221555048, -2.120245097862414, -0.1603565214200487, -2.817108154296875, -0.9580460786819458, 1.1024523765274294, 0.581421535686868, 7.501781417095027, 3.6162296619571426
23, 0.0720014232905687, -2.8159502462617487, -0.9572071843438694, 1.003853312645523, 0.517441901173519, 13.751415241719478, 7.088245221555048, -2.112272874189781, -0.1580309070584242, -2.8157260417938232, -0.9568406939506531, 1.11010031709702, 0.585110111231663, 7.792996134288832, 3.7617400023376906
24, 0.0730014430584932, -2.8149257658262408, -0.9566791100748636, 1.0176047278872422, 0.524530146395074, 13.751415241719478, 7.088245221555048, -2.104281008049508, -0.1557196760450411, -2.8148608207702637, -0.955905556678772, 1.1180353116079829, 0.5889434444648788, 8.074115178822938, 3.902090593966633
25, 0.0740014628264178, -2.8138875339754907, -0.956143947560636, 1.0313561431289615, 0.531618391616629, 13.751415241719478, 7.088245221555048, -2.096269307524137, -0.1534227368293159, -2.814124584197998, -0.955469012260437, 1.1262450910650466, 0.5929116020409784, 8.343907627404237, 4.033907401042384
26, 0.0750014825943424, -2.8128355507094995, -0.9556016968011872, 1.045107558370681, 0.5387066368381841, 13.751415241719478, 7.088245221555048, -2.088237578101145, -0.1511399964648072, -2.813218593597412, -0.9559147953987122, 1.1347194978288337, 0.5970130361740554, 8.6018235584656, 4.170576381612203
27, 0.0760015023622669, -2.8117698160282663, -0.9550523577965166, 1.0588589736124006, 0.5457948820597391, 13.751415241719478, 7.088245221555048, -2.0801856226729782, -0.1488713606030208, -2.812265396118164, -0.955198347568512, 1.1434488258170457, 0.6012511692536552, 8.858982168506898, 4.301994152509383
28, 0.0770015221301915, -2.810690329931792, -0.9544959305466246, 1.07261038885412, 0.5528831272812942, 13.751415241719478, 7.088245221555048, -2.072113241537136, -0.1466167334871623, -2.810934543609619, -0.9541296362876892, 1.1524362005382214, 0.6056128442593439, 9.111305249111535, 4.420361273225075
29, 0.0780015418981161, -2.8095970924200744, -0.9539324150515108, 1.0863618040958396, 0.5599713725028493, 13.751415241719478, 7.088245221555048, -2.0640202323963166, -0.1443760179458444, -2.8092823028564453, -0.9543306231498718, 1.1616663575852615, 0.6100935051712638, 9.347311792667307, 4.543044133892778
30, 0.0790015616660406, -2.808490103493116, -0.9533618113111758, 1.1001132193375591, 0.5670596177244044, 13.751415241719478, 7.088245221555048, -2.0559063903586137, -0.1421491153867449, -2.80840802192688, -0.9549747109413147, 1.1711282717474467, 0.6146970510518617, 9.574552719447885, 4.659543851663073
31, 0.0800015814339652, -2.807369363150916, -0.952784119325619, 1.1138646345792786, 0.5741478629459593, 13.751415241719478, 7.088245221555048, -2.04777150793777, -0.1399359257902219, -2.807126998901367, -0.9543429017066956, 1.180813694806426, 0.6194112203283978, 9.79535350612859, 4.771373366109329
32, 0.0810016012018898, -2.806234871393474, -0.9521993390948408, 1.1276160498209982, 0.5812361081675145, 13.751415241719478, 7.088245221555048, -2.039615375053509, -0.1377363477028841, -2.80531907081604, -0.9535332918167114, 1.190719546212491, 0.6242416597669471, 10.016694837628005, 4.888222809028636
33, 0.0820016209698143, -2.8050866282207902, -0.9516074706188408, 1.1413674650627177, 0.5883243533890695, 13.751415241719478, 7.088245221555048, -2.031437779031912, -0.1355502782311188, -2.8035261631011963, -0.9523953795433044, 1.2008432665427309, 0.6291840900570876, 10.225394546565903, 4.993765027248081
34, 0.0830016407377389, -2.803924633632865, -0.9510085138976196, 1.1551188803044372, 0.5954125986106246, 13.751415241719478, 7.088245221555048, -2.023238504605869, -0.1333776130345775, -2.802736282348633, -0.9515736699104309, 1.2111673521716322, 0.6342283809775273, 10.423932245446215, 5.096288475172809
35, 0.0840016605056635, -2.802748887629698, -0.9504024689311764, 1.1688702955461563, 0.6025008438321796, 13.751415241719478, 7.088245221555048, -2.015017333915609, -0.1312182463196263, -2.8029897212982178, -0.9506204724311829, 1.2216897497088932, 0.6393768286095332, 10.617089719451904, 5.198692273484433
36, 0.085001680273588, -2.801559390211289, -0.949789335719512, 1.182621710787876, 0.6095890890537347, 13.751415241719478, 7.088245221555048, -2.0067740465092827, -0.1290720708327531, -2.802299737930298, -0.9498127102851868, 1.2323996403699804, 0.6446233328165333, 10.80331434186797, 5.2931815002223495
37, 0.0860017000415126, -2.8003561413776388, -0.949169114262626, 1.1963731260295956, 0.6166773342752897, 13.751415241719478, 7.088245221555048, -1.998508419343631, -0.1269389778539426, -2.8011844158172607, -0.9495388269424438, 1.2432947626138904, 0.6499629503973019, 10.983410394600105, 5.3863193043721065
38, 0.0870017198094372, -2.7991391411287467, -0.9485418045605184, 1.210124541271315, 0.6237655794968447, 13.751415241719478, 7.088245221555048, -1.99022022678473, -0.1248188571900136, -2.799339771270752, -0.9486052393913269, 1.254360950870605, 0.6553944254863436, 11.145673218760093, 5.474180537903742
