ID, Time, Theta_1, Theta_2, D_Theta_1, D_Theta_2, DD_Theta_1, DD_Theta_2, Torque_1, Torque_2, Theta_N_1, Theta_N_2
1, 0.0, 0.5488470647686636, -0.29444651569965347, 0.07159470517757381, 0.07942834672028022, 7.1594705177573745, 7.942834672028015, 4.9037117781259, 1.2912947788285836, 0.5488470614409305, -0.2944465147192621
2, 0.010001970055161544, 0.5499209853463273, -0.29325509049884924, 0.14318941035514762, 0.15885669344056044, 7.1594705177573745, 7.942834672028015, 4.937484505734128, 1.330408438741376, 0.549920980697834, -0.2932550890190825
3, 0.02000394011032309, 0.5517108529757666, -0.2912693818308422, 0.21478411553272142, 0.23828504016084068, 7.1594705177573745, 7.942834672028015, 4.969882456834834, 1.3691120751332757, 0.5517108650220502, -0.2912693857593081
4, 0.030005910165484633, 0.5542166676569817, -0.2884893896956324, 0.28637882071029525, 0.3177133868811209, 7.1594705177573745, 7.942834672028015, 5.000868119908972, 1.4073911912704842, 0.554216682598368, -0.28848937639890837
5, 0.04000788022064618, 0.5574384293899726, -0.28491511409321985, 0.357973525887869, 0.3971417336014011, 7.1594705177573745, 7.942834672028015, 5.030389036717778, 1.445225542792592, 0.5574384383165947, -0.28491512310697137
6, 0.05000985027580772, 0.5613761381747391, -0.2805465550236044, 0.42956823106544284, 0.47657008032168136, 7.1594705177573745, 7.942834672028015, 5.058377863371247, 1.4825891907977045, 0.5613761328310913, -0.28054655182733906
7, 0.060011820330969266, 0.5660297940112814, -0.27538371248678617, 0.5011629362430167, 0.5559984270419616, 7.1594705177573745, 7.942834672028015, 5.084752453379661, 1.5194505729682626, 0.5660297902988721, -0.275383722158205
8, 0.07001379038613081, 0.5713993968995994, -0.2694265864827652, 0.5727576414205905, 0.6354267737622418, 7.1594705177573745, 7.942834672028015, 5.109415966073223, 1.5557725948752192, 0.5713994142369697, -0.2694265787017421
9, 0.08001576044129236, 0.5774849468396932, -0.2626751770115413, 0.6443523465981643, 0.7148551204825219, 7.1594705177573745, 7.942834672028015, 5.132257004507942, 1.5915127440527104, 0.5774849189503095, -0.2626751895248654
10, 0.0900177304964539, 0.5842864438315627, -0.2551294840731147, 0.715947051775738, 0.7942834672028022, 7.1594705177573745, 7.942834672028015, 5.153149787695421, 1.6266232298759022, 0.5842864261414561, -0.2551294763106474
11, 0.10001970055161544, 0.591803887875208, -0.24678950766748528, 0.7875417569533119, 0.8737118139230824, 7.1594705177573745, 7.942834672028015, 5.171954362696105, 1.6610511526973202, 0.5918038904021958, -0.24678951644572247
12, 0.11002167060677699, 0.600037278970629, -0.23765524779465305, 0.8591364621308857, 0.9531401606433627, 7.1594705177573745, 7.942834672028015, 5.188516862794828, 1.694738706097016, 0.6000372724230952, -0.23765524800130952
