ID, Time, Theta_1, Theta_2, D_Theta_1, D_Theta_2, DD_Theta_1, DD_Theta_2, Torque_1, Torque_2, Theta_N_1, Theta_N_2
1, 0.0, 0.7857877152388129, 0.11169545363094623, -0.09668203258140333, -0.03451442767930028, -9.668203258140325, -3.451442767930025, 1.8485281795010033, 0.25739630096936955, 0.7860365481700999, 0.11209225421934522
2, 0.010002162629757786, 0.7843374847500918, 0.11117773721575672, -0.19336406516280666, -0.06902885535860057, -9.668203258140325, -3.451442767930025, 1.8051313296357658, 0.2416965919388206, 0.7843329358137169, 0.11136835510070117
3, 0.020004325259515572, 0.7819204339355567, 0.11031487652377421, -0.29004609774421003, -0.10354328303790084, -9.668203258140325, -3.451442767930025, 1.765015313349802, 0.22702877612910044, 0.782536505236534, 0.11151468936008294
4, 0.030006487889273358, 0.7785365627952076, 0.1091068715549987, -0.3867281303256133, -0.13805771071720113, -9.668203258140325, -3.451442767930025, 1.728157112327451, 0.21338314294020397, 0.7783543423192362, 0.10836156589988806
5, 0.040008650519031144, 0.7741858713290444, 0.10755372230943018, -0.4834101629070167, -0.1725721383965014, -9.668203258140325, -3.451442767930025, 1.6945242971449255, 0.20074600664386222, 0.7753394552027104, 0.10801623141575341
6, 0.05001081314878893, 0.7688683595370672, 0.10565542878706867, -0.5800921954884201, -0.20708656607580167, -9.668203258140325, -3.451442767930025, 1.6640748252152595, 0.1890996163311499, 0.7702298929093483, 0.10642148748886351
7, 0.060012975778546716, 0.762584027419276, 0.10341199098791415, -0.6767742280698233, -0.24160099375510197, -9.668203258140325, -3.451442767930025, 1.636756783492235, 0.1784220413380577, 0.7618041744265825, 0.10540936828749509
8, 0.0700151384083045, 0.7553328749756707, 0.10082340891196662, -0.7734562606512266, -0.27611542143440226, -9.668203258140325, -3.451442767930025, 1.6125080778384708, 0.168687033077228, 0.7549454681681809, 0.09831517855183664
9, 0.08001730103806229, 0.7471149022062514, 0.0978896825592261, -0.8701382932326299, -0.31062984911370256, -9.668203258140325, -3.451442767930025, 1.5912560714284036, 0.15986386443530118, 0.7457515238734695, 0.0971980412434253
10, 0.09001946366782007, 0.7379301091110181, 0.09461081192969256, -0.9668203258140334, -0.3451442767930028, -9.668203258140325, -3.451442767930025, 1.5729171750469166, 0.15191714814105847, 0.7390873685638948, 0.0956438883959581
11, 0.10002162629757785, 0.7277784956899708, 0.09098679702336604, -1.0635023583954366, -0.3796587044723031, -9.668203258140325, -3.451442767930025, 1.5573963926626448, 0.14480663577195768, 0.7275947907564452, 0.09127157702526983
12, 0.11002378892733565, 0.7166600619431094, 0.08701763784024649, -1.1601843909768401, -0.41417313215160334, -9.668203258140325, -3.451442767930025, 1.544586826204799, 0.13848699934769382, 0.7152823696718654, 0.08754187210373636
13, 0.12002595155709343, 0.7045748078704339, 0.08270333438033396, -1.2568664235582432, -0.4486875598309037, -9.668203258140325, -3.451442767930025, 1.5343691440566407, 0.13290759776068922, 0.7048263532472524, 0.0843210403443763
14, 0.13002811418685123, 0.6915227334719445, 0.07804388664362842, -1.3535484561396467, -0.48320198751020393, -9.668203258140325, -3.451442767930025, 1.5266110183996813, 0.12801223061624756, 0.690837345517442, 0.07782420617884449
15, 0.140030276816609, 0.677503838747641, 0.07303929463012987, -1.45023048872105, -0.5177164151895042, -9.668203258140325, -3.451442767930025, 1.5211665372022098, 0.12373888240038727, 0.675571250097116, 0.07429012120594485
16, 0.1500324394463668, 0.6625181236975235, 0.06768955833983832, -1.5469125213024533, -0.5522308428688045, -9.668203258140325, -3.451442767930025, 1.517875597344557, 0.12001946026151972, 0.6633152184158111, 0.06822310741982689
17, 0.16003460207612458, 0.6465655883215919, 0.061994677772753776, -1.6435945538838566, -0.5867452705481048, -9.668203258140325, -3.451442767930025, 1.5165632861119946, 0.11677952908307115, 0.6466890917510489, 0.061503255567274415
18, 0.17003676470588236, 0.6296462326198463, 0.05595465292887621, -1.7402765864652598, -0.6212596982274051, -9.668203258140325, -3.451442767930025, 1.5170392590633237, 0.11393804793714868, 0.6302512593455603, 0.05555387520798377
19, 0.18003892733564014, 0.6117600565922867, 0.04956948380820567, -1.8369586190466636, -0.6557741259067054, -9.668203258140325, -3.451442767930025, 1.519097123097393, 0.11140711244304558, 0.6123344683691467, 0.05077994998319994
20, 0.19004108996539792, 0.592907060238913, 0.0428391704107421, -1.9336406516280669, -0.6902885535860056, -9.668203258140325, -3.451442767930025, 1.5225138343878308, 0.10909170800662316, 0.5940150935424575, 0.04194065746618254
21, 0.2000432525951557, 0.5730872435597253, 0.03576371273648554, -2.03032268420947, -0.7248029812653058, -9.668203258140325, -3.451442767930025, 1.527049121734026, 0.10688947938441118, 0.5717722819313699, 0.03521825618109538
22, 0.21004541522491352, 0.5523006065547236, 0.02834311078543597, -2.127004716790873, -0.7593174089446062, -9.668203258140325, -3.451442767930025, 1.5324449467780679, 0.10469052249573213, 0.554604151003509, 0.02949245726027674
23, 0.2200475778546713, 0.5305471492239078, 0.020577364557593403, -2.2236867493722765, -0.7938318366239064, -9.668203258140325, -3.451442767930025, 1.5384250134557147, 0.10237720489235302, 0.5315810685269079, 0.021861434959589237
24, 0.23004974048442908, 0.507826871567278, 0.012466474052957824, -2.3203687819536802, -0.8283462643032067, -9.668203258140325, -3.451442767930025, 1.5446943399756765, 0.09982402178208893, 0.507658925911072, 0.011950492885601554
25, 0.24005190311418687, 0.4841397735848342, 0.004010439271529248, -2.4170508145350835, -0.8628606919825071, -9.668203258140325, -3.451442767930025, 1.5509389075446993, 0.09689749498323036, 0.4853915496666847, 0.006036534123758765
26, 0.2500540657439447, 0.4594858552765763, -0.0047907397866923385, -2.5137328471164864, -0.8973751196618074, -9.668203258140325, -3.451442767930025, 1.556825400963759, 0.09345612265222658, 0.46014801212196127, -0.005001752005162184
27, 0.26005622837370246, 0.4338651166425044, -0.013937063121706908, -2.61041487969789, -0.9318895473411076, -9.668203258140325, -3.451442767930025, 1.5620010570981697, 0.08935038806792511, 0.4341509748418256, -0.013831164910939027
28, 0.27005839100346024, 0.4072775576826184, -0.023428530733514488, -2.7070969122792934, -0.9664039750204079, -9.668203258140325, -3.451442767930025, 1.566093638055215, 0.08442283616079738, 0.40683827172116177, -0.02326017464342358
29, 0.280060553633218, 0.37972317839691844, -0.033265142622115065, -2.8037789448606967, -1.0009184026997082, -9.668203258140325, -3.451442767930025, 1.568711546667759, 0.07850822683235614, 0.380245502697365, -0.033581062620989956
30, 0.2900627162629758, 0.35120197878540443, -0.043446898787508695, -2.9004609774421, -1.0354328303790084, -9.668203258140325, -3.451442767930025, 1.5694441025602959, 0.0714337744045056, 0.3506945812283103, -0.04368814707183169
31, 0.3000648788927336, 0.3217139588480764, -0.05397379922969529, -2.9971430100235033, -1.0699472580583087, -9.668203258140325, -3.451442767930025, 1.5678619976415926, 0.063019482755448, 0.31938751366181595, -0.05321867159854156
32, 0.31006704152249137, 0.2912591185849343, -0.06484584394867489, -3.0938250426049065, -1.104461685737609, -9.668203258140325, -3.451442767930025, 1.5635179502997654, 0.05307858582123837, 0.2907389659982728, -0.06504425964234552
33, 0.32006920415224915, 0.25983745799597824, -0.07606303294444748, -3.19050707518631, -1.1389761134169092, -9.668203258140325, -3.451442767930025, 1.5559475778437086, 0.04141810315207639, 0.25889027520318053, -0.07702952678111889
34, 0.33007136678200694, 0.22744897708120815, -0.08762536621701307, -3.287189107767713, -1.1734905410962095, -9.668203258140325, -3.451442767930025, 1.5446705068092845, 0.02783952009064239, 0.22717431017274792, -0.08782026327873162
35, 0.3400735294117647, 0.19409367584062387, -0.09953284376637168, -3.3838711403491164, -1.20800496877551, -9.668203258140325, -3.451442767930025, 1.529191740597971, 0.012139601865911454, 0.19593624470356594, -0.0985484079458707
36, 0.3500756920415225, 0.15977155427422562, -0.11178546559252332, -3.4805531729305197, -1.2425193964548102, -9.668203258140325, -3.451442767930025, 1.5090033035064259, -0.005888649551270664, 0.1591641745223953, -0.11224956955791025
37, 0.3600778546712803, 0.12448261238201352, -0.1243832316954679, -3.577235205511924, -1.2770338241341106, -9.668203258140325, -3.451442767930025, 1.483586179502867, -0.026454887626755186, 0.12569725594085923, -0.12408220858437946
