ID, Time, Theta_1, Theta_2, D_Theta_1, D_Theta_2, DD_Theta_1, DD_Theta_2, Torque_1, Torque_2
1, 0.0, -1.961036813813281, -2.8242714870336676, 1.0278819820187834, 0.5827022714686265, 102.78819820187834, 58.27022714686265, 1.804425614285498, 0.17466884535965974
2, 0.010021321961620469, -1.9456185840829991, -2.8155309529616384, 2.055763964037567, 1.165404542937253, 102.78819820187834, 58.27022714686265, 2.3881827524340804, 0.4275891108200629
3, 0.020042643923240937, -1.9250609444426234, -2.8038769075322656, 2.055763964037567, 1.165404542937253, 0.0, 0.0, -0.10501806841855332, 0.5709140862472715
4, 0.030063965884861404, -1.904503304802248, -2.7922228621028933, 2.055763964037567, 1.165404542937253, 0.0, 0.0, -0.06885376707419821, 0.538420527949479
5, 0.040085287846481875, -1.8839456651618722, -2.7805688166735205, 2.055763964037567, 1.165404542937253, 0.0, 0.0, -0.03220447102724533, 0.5059468237283099
6, 0.050106609808102345, -1.8633880255214965, -2.768914771244148, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.004934117316782061, 0.4735258323980245
7, 0.06012793176972281, -1.8428303858811208, -2.7572607258147754, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.04256605716457329, 0.4411903617393981
8, 0.07014925373134327, -1.822272746240745, -2.745606680385403, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.08069514747073481, 0.4089731345741609
9, 0.08017057569296375, -1.8017151066003696, -2.7339526349560304, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.11932490523559758, 0.37690675492706116
10, 0.09019189765458421, -1.7811574669599939, -2.722298589526658, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.15845854399512294, 0.34502367431066133
11, 0.10021321961620469, -1.7605998273196182, -2.7106445440972853, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.19809895253270027, 0.3133561581678182
12, 0.11023454157782515, -1.7400421876792425, -2.698990498667913, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.2382486738424925, 0.281936252506659
13, 0.12025586353944562, -1.719484548038867, -2.68733645323854, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.27890988437370656, 0.25079575076264243
14, 0.1302771855010661, -1.6989269083984913, -2.675682407809168, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.32008437358495323, 0.21996616092208454
15, 0.14029850746268654, -1.6783692687581155, -2.664028362379795, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.36177352383753325, 0.189478672941231
16, 0.15031982942430705, -1.6578116291177398, -2.652374316950423, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.40397829065619284, 0.15936412649467457
17, 0.1603411513859275, -1.6372539894773643, -2.64072027152105, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.4466991833855052, 0.12965297908655404
18, 0.17036247334754798, -1.6166963498369886, -2.6290662260916777, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.4899362462696698, 0.10037527455761558
19, 0.18038379530916843, -1.596138710196613, -2.617412180662305, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.5336890399830743, 0.07156061202078468
20, 0.1904051172707889, -1.5755810705562372, -2.6057581352329326, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.5779566236385361, 0.043238115257475895
21, 0.20042643923240938, -1.5550234309158615, -2.59410408980356, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.622737537299632, 0.015436402606363808
22, 0.21044776119402983, -1.534465791275486, -2.5824500443741876, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.6680297850230223, -0.01181644262414383
23, 0.2204690831556503, -1.5139081516351103, -2.5707959989448153, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.7138308184561297, -0.03849290118906279
24, 0.23049040511727079, -1.4933505119947346, -2.5591419535154425, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.7601375210149418, -0.06456604635549712
25, 0.24051172707889124, -1.4727928723543589, -2.54748790808607, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.8069461926661331, -0.09000957173731805
26, 0.2505330490405117, -1.4522352327139831, -2.5358338626566974, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.8542525353370287, -0.11479781848699544
27, 0.2605543710021322, -1.4316775930736076, -2.524179817227325, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.9020516389763116, -0.1389058018163717
28, 0.27057569296375267, -1.4111199534332317, -2.5125257717979523, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.9503379682876576, -0.1623092368188921
29, 0.2805970149253731, -1.3905623137928562, -2.50087172636858, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 0.9991053501577766, -0.18498456356649806
30, 0.2906183368869936, -1.3700046741524805, -2.4892176809392073, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.0483469617996224, -0.2069089714551754
31, 0.3006396588486141, -1.3494470345121048, -2.477563635509835, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.0980553196307203, -0.22806042277389627
32, 0.3106609808102345, -1.328889394871729, -2.465909590080462, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.1482222689058235, -0.2484176754725289
33, 0.320682302771855, -1.3083317552313536, -2.45425554465109, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.1988389741222694, -0.2679603051050944
34, 0.3307036247334754, -1.2877741155909779, -2.442601499221717, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.249895910215584, -0.2866687259256303
35, 0.34072494669509595, -1.2672164759506022, -2.430947453792345, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.3013828545620125, -0.3045242111147719
36, 0.3507462686567164, -1.2466588363102264, -2.419293408362972, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.3532888798038079, -0.321508912116093
37, 0.36076759061833685, -1.226101196669851, -2.4076393629335997, 2.055763964037567, 1.165404542937253, 0.0, 0.0, 1.4056023475121842, -0.33760587706214573
